30075445, Morris Park Bake Shop, 1007, -73.856077, 40.848447, Morris Park Ave, 10462, Bronx, Bakery
40983855, Time Conference Center, 1271, -89.1143199, 41.5537159, 6 Avenue, 10020, Manhattan, American
40983954, Sweet Treats Pastry Shoppe, 6122, -73.7536695, 40.7469886, Springfield Blvd Fl 1St, 11364, Queens, Bakery
40984001, Labadee Manoir, 2071315, -73.7407738, 40.7171318, Jamaica Avenue, 11428, Queens, Caribbean
40984099, Herald Square Market, 968, -92.72302119999999, 41.7461362, 6 Avenue, 10018, Manhattan, American
40984211, Long Island University - Blackbird Cafe, 1, -73.9808893, 40.6905175, University Plaza, 11201, Brooklyn, Caf\u00e9/Coffee/Tea
40984234, Long Island University - Luntey Commons, 1, -73.9808893, 40.6905175, University Plaza, 11201, Brooklyn, American
40984237, Vida, 381, -74.0797582, 40.6287346, Van Duzer Street, 10304, Staten, Mediterranean
40984264, Dunkin' Donuts, 1854, -74.09471599999999, 40.58379, Hylan Boulevard, 10305, Staten, Caf\u00e9/Coffee/Tea
40984272, Guadalajara De Noche, 8509, -73.87989449999999, 40.7480793, Roosevelt Avenue, 11372, Queens, Mexican
40984274, Sample, 152, -73.990866, 40.6865968, Smith Street, 11201, Brooklyn, American
40984399, Gahm Mi Oak Restaurant, 43, -73.9874778, 40.7481797, West   32 Street, 10001, Manhattan, Korean
40985219, O Lavrador Restaurant, 138-40, -73.80936899999999, 40.694406, 101 Avenue, 11435, Queens, Portuguese
40985671, T.G.I. Friday'S, 677, -73.9693213, 40.76024570000001, Lexington Avenue, 10022, Manhattan, American
40985809, No. 1 Chinese Restaurant, 8506, -73.9958541, 40.6038381, 21 Avenue, 11214, Brooklyn, Chinese
40985814, Loreley Restaurant, 7, -73.9928722, 40.7212079, Rivington Street, 10002, Manhattan, German
40985913, Starbucks Coffee, 7419, -74.0274914, 40.6315357, 3 Avenue, 11209, Brooklyn, Caf\u00e9/Coffee/Tea
40986085, Zaitzeff, 72, -74.00812189999999, 40.7095929, Nassau Street, 10038, Manhattan, American
40986169, Fancy Food Deli, 55-14, -73.906581, 40.75048, 37 Avenue, 11377, Queens, Delicatessen
40986189, Liebman'S Deli, 552, -73.90969969999999, 40.8854948, West  235 Street, 10463, Bronx, Jewish/Kosher
40986218, Green Symphony, 255, -73.988545, 40.7578407, West   43 Street, 10036, Manhattan, American
40986337, Tea Lounge, 837, -73.97601999999999, 40.674948, Union Street, 11215, Brooklyn, Caf\u00e9/Coffee/Tea
40986347, Vesuvios Pizza, 1800, -73.9554279, 40.6098401, Kings Highway, 11229, Brooklyn, Pizza
40986401, Pax Wholesome Foods, 225, -73.988165, 40.75656130000001, West   42 Street, 10036, Manhattan, American
40986939, Wasabi Sushi, 2375, -73.9894664, 40.5996664, 86 Street, 11214, Brooklyn, Japanese
40987023, Bistro Caterers, 466, -73.9747277, 40.7536114, Lexington Avenue, 10017, Manhattan, American
40987028, Tong'S Cafe, 41-51, -73.82872809999999, 40.7570297, Main Street, 11355, Queens, Bakery
40987128, Ambrosia, 8, -73.980401, 40.755543, West   45 Street, 10036, Manhattan, Korean
40987257, Delizia  Ristorante, 1374, -73.95506019999999, 40.7685945, 1 Avenue, 10021, Manhattan, Italian
40987470, Grotta Azzurra, 177, -73.99708199999999, 40.7202733, Mulberry Street, 10013, Manhattan, Italian
40987564, Dunkin' Donuts, Baskin Robbins, 66-67, -73.896913, 40.70696909999999, Fresh Pond Road, 11385, Queens, Donuts
40987572, Dunkin' Donuts, Baskin Robbins, 29-28, -73.9235643, 40.7762625, Hoyt Avenue, 11102, Queens, Donuts
40987693, Shalimar Diner, 63-68, -73.8640607, 40.7273517, Austin Street, 11374, Queens, American
40987704, Mancora, 99, -73.9863568, 40.7266041, 1 Avenue, 10003, Manhattan, Peruvian
40987708, Hale & Hearty Soups, 80, -74.0067882, 40.7060144, Pine Street, 10005, Manhattan, Soups
40988156, Biddy'S Pub, 301, -73.94897809999999, 40.7810144, East   91 Street, 10128, Manhattan, American
40988278, Liberty Cafe, 829, -73.9703086, 40.7559254, 3 Avenue, 10022, Manhattan, American
40988528, La Strada Pizzeria Restaurant, 5023, -73.9995941, 40.6378452, 10 Avenue, 11219, Brooklyn, Pizza/Italian
40988630, Revision, 219, -73.9782123, 40.7288975, Avenue B, 10009, Manhattan, American
40988743, Loreal, 575, -73.9781458, 40.7562236, 5 Avenue, 10017, Manhattan, American
40988754, Union Bank Of Switzerland, 1285, -89.11438419999999, 41.5536725, 6 Avenue, 10019, Manhattan, American
40988786, Le Cafe, 575, -73.9781458, 40.7562236, 5 Avenue, 10017, Manhattan, American
40988793, Ubs, 1285, -89.11438419999999, 41.5536725, 6 Avenue, 10019, Manhattan, American
40988841, Play, 77-17, -73.886467, 40.738907, Queens Boulevard, 11373, Queens, American
40988946, Aleo, 7, -73.9917281, 40.7401974, West   20 Street, 10011, Manhattan, Italian
40988969, Loretta'S Pizza, 3276, -73.81800299999999, 40.83579599999999, Layton Avenue, 10465, Bronx, Pizza
40989024, Ubs Cafe (27 Fl.), 299, -73.9743641, 40.7560493, Park Avenue, 10017, Manhattan, Caf\u00e9/Coffee/Tea
40989156, The Friedman Theatre, 261, -73.98672499999999, 40.760379, West 47 Street, 10036, Manhattan, American
40989220, Nha Trang Restaurant, 87, -73.99961909999999, 40.7167408, Baxter Street, 10013, Manhattan, Vietnamese/Cambodian/Malaysia
40989294, The Bread Factory, 360, -73.99175679999999, 40.7587671, West   43 Street, 10036, Manhattan, American
40989507, Amc Theatres Bay Plaza, 2210, -73.82508469999999, 40.8669438, Bartow Avenue, 10475, Bronx, American
40989776, Burger King, 1886, -73.94579270000001, 40.7905455, 3 Avenue, 10029, Manhattan, Hamburgers
40989787, Nolbu Restaurant, 164-25, -73.8013625, 40.7605922, Northern Boulevard, 11358, Queens, Korean
40990257, A & A Bake Shop, 481, -73.9496679, 40.6809428, Nostrand Avenue, 11216, Brooklyn, Bakery
40990288, Public Restaurant/The Daily, 210, -73.99419449999999, 40.7222724, Elizabeth Street, 10012, Manhattan, American
40990299, Elegant Chinese Restaurant, 21206, -73.7536776, 40.7246793, Hillside Avenue, 11427, Queens, Chinese
40990594, Tai Thai, 206, -73.9587506, 40.7171418, Bedford Avenue, 11249, Brooklyn, Thai
40990597, Tai Thai Thailand, 78, -73.9879322, 40.7232248, East 1 Street, 10009, Manhattan, Thai
40990663, Bukhari Restaurant, 1095, -73.9660287, 40.6309077, Coney Island Avenue, 11230, Brooklyn, Pakistani
40990997, Wendy'S, 335, -73.9847422, 40.747743, 5 Avenue, 10016, Manhattan, Hamburgers
40991012, Time Warner Employee Cafeteria, 41-61, -73.82686319999999, 40.75781449999999, Kissena Boulevard, 11355, Queens, American
40991266, Italianissimo Ristorante, 307, -73.95196299999999, 40.776507, East   84 Street, 10028, Manhattan, Italian
40991365, Nam Son Restaurant, 245, -73.994405, 40.718029, Grand Street, 10002, Manhattan, Asian
40991382, Cozy Corner, 1161, -73.963585, 40.762102, 2 Avenue, 10065, Manhattan, Delicatessen
40991515, Cafe Mingala, 1393, -73.9583377, 40.7693069, 2 Avenue, 10021, Manhattan, Asian
40991543, Blue Java Coffee Bar - Butler Library, 535, -73.9633875, 40.8064022, West  114 Street, 10027, Manhattan, Caf\u00e9/Coffee/Tea
40991804, El Valle Restaurant, 794, -73.8962007, 40.81592, Southern Boulevard, 10455, Bronx, Latin
40991835, Uncle Jack'S Steakhouse, 440, -73.99548290000001, 40.753666, 9 Avenue, 10001, Manhattan, Steak
40992020, Antillana Pizzeria, 1112, -73.89005709999999, 40.8253222, Westchester Avenue, 10459, Bronx, Pizza/Italian
40992090, Mcdonald'S, 260, -74.2347826, 40.5177273, Page Avenue, 10307, Staten, Hamburgers
40992170, B.A.M. Cafe/Great Performances, 30, -73.9777052, 40.6864624, Lafayette Street, 11217, Brooklyn, American
40992205, Jerusalem Ii Pizza, 1312, -73.96280399999999, 40.6248437, Avenue J, 11230, Brooklyn, Jewish/Kosher
40992431, Famous Famiglia Pizza, 4007, -73.9399004, 40.8414858, Broadway, 10032, Manhattan, Pizza
40992677, Bright Star Chinese Food, 745, -73.8646677, 40.8768356, East Gun Hill Road, 10467, Bronx, Chinese
40992678, Dominie'S Hoek, 48-17, -73.9535614, 40.7435389, Vernon Boulevard, 11101, Queens, American
40993070, Basurero, 3217, -73.91901829999999, 40.7584594, Steinway Street, 11103, Queens, Latin
40993101, Sant Ambroeus, 259, -74.0031463, 40.73542, West    4 Street, 10014, Manhattan, Italian
40993361, Knapp Pizza Iii, 427, -73.9740765, 40.6046247, Kings Highway, 11223, Brooklyn, Pizza
40993510, The New Santiago Restaurant, 3412, -73.86970699999999, 40.684126, Fulton Street, 11208, Brooklyn, Spanish
40993542, Cafe 28, 245, -73.9871555, 40.7444051, 5 Avenue, 10016, Manhattan, American
40993590, Caridad, 588, -73.97411, 40.789457, Amsterdam Avenue, 10024, Manhattan, Latin
40993654, Hells Kitchen Cafe/Hk Lounge, 523, -73.99417009999999, 40.7567387, 9 Avenue, 10018, Manhattan, American
40993786, Dunkin' Donuts, 150, -74.142939, 40.554101, Greaves Lane, 10308, Staten, Donuts
40993802, Dunkin' Donuts, 4000, -74.145935, 40.541928, Hylan Boulevard, 10308, Staten, Donuts
40993898, Essex World Cafe, 112, -74.01212939999999, 40.7095448, Liberty Street, 10006, Manhattan, American
40994007, Continental, 25, -73.989493, 40.729617, 3 Avenue, 10003, Manhattan, American
40994068, Los Girasoles Restaurant, 115-15, -73.82725599999999, 40.686001, Liberty Avenue, 11419, Queens, Latin
40994117, Oliva Gourmet, 225, -74.0085268, 40.71196399999999, Broadway, 10007, Manhattan, American
40994221, Mangia, 22, -73.9906369, 40.7417363, West   23 Street, 10010, Manhattan, Italian
40994534, Macumba Cafe, 72, -74.0758105, 40.6266358, Canal Street, 10304, Staten, Mexican
40994615, Applebee'S Neighborhood Grill & Bar, 205, -73.98357779999999, 40.7613731, West 50 Street, 10019, Manhattan, American
40994739, Le Pain Quotidien, 922, -73.9797212, 40.7664066, 7 Avenue, 10019, Manhattan, Sandwiches
40994897, Fontana Sushi, 9608, -74.03425639999999, 40.6163778, 3 Avenue, 11209, Brooklyn, Japanese
40994918, Key Bar, 432, -73.98187349999999, 40.7299217, East   13 Street, 10009, Manhattan, American
40994965, Sambuca'S Cafe, 105, -73.9985468, 40.7174309, Mulberry Street, 10013, Manhattan, Italian
40995004, Subway, 314, -73.98334969999999, 40.76756049999999, West   58 Street, 10019, Manhattan, Sandwiches
40995117, Golden Krust Caribbean Bakery & Grill, 4708, -73.8497471, 40.9037053, White Plains Road, 10470, Bronx, Caribbean
40995330, Tacos Mexicos, 32-08, -73.9201825, 40.7591708, 38 Street, 11103, Queens, Mexican
40995404, El Guanaco Restaurant & Pupuseria, 4195, -73.9380171, 40.8481895, Broadway, 10033, Manhattan, Latin
40995536, Taboon, 773, -73.9910064, 40.7662319, 10Th Avenue, 10019, Manhattan, Mediterranean
40995563, Legend Cookhouse, 135-11, -73.80285599999999, 40.674758, Rockaway Boulevard, 11420, Queens, Caribbean
40995721, Quartino Bottega Organica, 11, -73.9929028, 40.7255235, Bleecker Street, 10012, Manhattan, Italian
40995737, Flavors Cafe, 175, -74.00515639999999, 40.7063764, Water Street, 10038, Manhattan, American
40996005, N & D Pizza, 2823, -73.94308199999999, 40.600541, Avenue U, 11229, Brooklyn, Pizza
40996211, Vito'S Pizzeria/Mama Lina'S, 7837, -73.743456, 40.6968662, Springfield Boulevard, 11364, Queens, Pizza/Italian
40996223, The Four Faced Liar, 165, -74.0013616, 40.7321516, West    4 Street, 10014, Manhattan, American
40996365, Popeyes Chicken & Biscuits, 75, -73.98325899999999, 40.741154, Lexington Avenue, 10010, Manhattan, Chicken
40996400, Keko Cafe, 121, -73.98449769999999, 40.7453186, Madison Avenue, 10016, Manhattan, Caf\u00e9/Coffee/Tea
40996465, Oxford Bake Shop, 10401, -73.8369805, 40.6822413, Liberty Avenue, 11417, Queens, Bakery
40996589, Gena'S Grill, 210, -73.9829479, 40.73032, 1 Avenue, 10009, Manhattan, Latin
40996642, Recuerdos Mexicanos, 232, -74.135423, 40.635703, Port Richmond Avenue, 10302, Staten, Mexican
40996665, Celtic Gasthaus, 6404, -73.892191, 40.7008211, Myrtle Avenue, 11385, Queens, American
40996669, Manny'S Bakery & Restaurant, 16118, -73.80571239999999, 40.7207932, Union Turnpike, 11366, Queens, Filipino
40996737, Don Alex Restaurant, 1062426, -73.8661213, 40.74298659999999, Corona Ave, 11368, Queens, Peruvian
40997115, Citi Employee Cafeteria, 388, -74.0113978, 40.7206627, Greenwich Street, 10013, Manhattan, American
40997119, Citigroup Conference Dining, 388, -74.0113978, 40.7206627, Greenwich Street, 10013, Manhattan, American
40997294, Mcdonald'S, 5407, -73.9210275, 40.6413138, Kings Plaza, 11234, Brooklyn, Hamburgers
40997599, Ginger, 512, -73.9892156, 40.75342149999999, 7 Avenue, 10018, Manhattan, Chinese
40997642, Midtown Restaurant, 155, -73.9690789, 40.7594184, East   55 Street, 10022, Manhattan, American
40997656, American Hero Express, 2488, -73.87177799999999, 40.666295, Linden Boulevard, 11208, Brooklyn, Sandwiches
40997706, Libero Cafe, 616, -73.8885474, 40.8529022, East  183 Street, 10458, Bronx, American
40997838, Cafe Metro, 14, -73.98033, 40.7532415, East   42 Street, 10017, Manhattan, American
40997858, Gimme Coffee, 495, -73.9492277, 40.7116897, Lorimer Street, 11211, Brooklyn, Caf\u00e9/Coffee/Tea
40997888, Chipotle Mexican Grill, 19, -73.9886504, 40.72923189999999, St Marks Place, 10003, Manhattan, Mexican
40997900, Mr Wasabi, 42-32, -73.7704454, 40.7618454, Bell Boulevard, 11361, Queens, Chinese
40997950, Bagatelle, 1, -74.0060373, 40.739646, Little West 12 Street, 10014, Manhattan, French
40998001, Kombit Kreyol, 279, -73.9736927, 40.6794123, Flatbush Avenue, 11217, Brooklyn, Caribbean
40998465, Temptations, 2210, -73.9580745, 40.6502759, Church Avenue, 11226, Brooklyn, American
40998470, Andy'S Restauraunt, 2262, -73.93692659999999, 40.8025939, 3 Avenue, 10035, Manhattan, Latin
40998515, Hearth, 403, -73.9831883, 40.7300263, East   12 Street, 10009, Manhattan, American
40998581, Trump Cafe & Grill, 725, -73.9739992, 40.7623675, 5 Avenue, 10022, Manhattan, American
40998586, Trump Bar, 725, -73.9739992, 40.7623675, 5 Avenue, 10022, Manhattan, American
40998619, Stonehome Wine Bar, 87, -73.9748695, 40.6874188, Lafayette Avenue, 11217, Brooklyn, American
40998924, Sugar Sweet Sunshine, 126, -73.98698999999999, 40.71984399999999, Rivington Street, 10002, Manhattan, Bakery
40998941, China Sun, 108, -73.986223, 40.7529899, West   39 Street, 10018, Manhattan, Chinese
40998983, Casa Mono/Bar Jamon (Next Door), 52, -73.9871361, 40.7358936, Irving Place, 10003, Manhattan, Tapas
40999052, Alligator Lounge, 600, -73.9489404, 40.7138895, Metoropolitan Avenue, 11211, Brooklyn, Pizza
40999090, T & L Luncheonette, 2024, -74.0023578, 40.5996908, Cropsey Avenue, 11214, Brooklyn, American
40999117, Sotheby'S, 1334, -73.95370989999999, 40.7662584, York Avenue, 10021, Manhattan, American
40999144, Indus Valley, 2636, -73.9697065, 40.796989, Broadway, 10025, Manhattan, Indian
40999185, Gaetana'S Cucina Italiana, 143, -74.0077958, 40.7329613, Christopher Street, 10014, Manhattan, Italian
40999193, Ko Sushi, 1329, -73.9594433, 40.7677359, 2 Avenue, 10021, Manhattan, Japanese
40999249, Heartland Bagels, 2311, -74.16399229999999, 40.5912228, Richmond Avenue, 10314, Staten, Bagels/Pretzels
40999268, Hibiscus Restaurant, 124-18, -73.82099099999999, 40.691103, 101 Avenue, 11419, Queens, Caribbean
40999287, Il Colosseo, 7704, -73.99747810000001, 40.6121845, 18 Avenue, 11214, Brooklyn, Italian
40999297, Sorrento, 7716, -73.99776100000001, 40.612018, 18 Avenue, 11214, Brooklyn, Caf\u00e9/Coffee/Tea
40999519, Plaza Diner, 1066, -73.9654429, 40.758619, 2 Avenue, 10022, Manhattan, American
40999540, La Esquina Criolla, 9467, -73.8750038, 40.7415066, Corona Avenue, 11373, Queens, Latin
40999557, Guo'S Garden Restaurant, 1685, -73.949023, 40.777924, 1 Avenue, 10128, Manhattan, Chinese
40999668, Dunkin' Donuts/Baskin Robbins, 269, -73.9985124, 40.7457569, 8 Avenue, 10011, Manhattan, Donuts
40999727, Kgb Bar, 85, -73.9898, 40.726589, East    4 Street, 10003, Manhattan, American
40999824, Winegasm, 3186, -73.920481, 40.7600746, 37 Street, 11103, Queens, French
40999961, L Q 511, 511, -73.97331679999999, 40.75482770000001, Lexington Avenue, 10017, Manhattan, Latin
41000172, Cafe 101, 101, -73.97775159999999, 40.7510553, Park Avenue, 10013, Manhattan, American
41000357, Subway, 224, -73.991309, 40.75190600000001, West   35 Street, 10001, Manhattan, Sandwiches
41000442, Romanticos, 7607, -73.87990769999999, 40.7480779, Roosevelt Avenue, 11372, Queens, Latin
41000621, Kito Deli, 41, -73.9870801, 40.7487723, West   33 Street, 10001, Manhattan, Delicatessen
41000697, Nowhere, 322, -73.9841161, 40.7317696, East   14 Street, 10003, Manhattan, American
41000961, Bleeker Street Pizza, 69, -74.00337499999999, 40.7322097, 7 Avenue South, 10014, Manhattan, Pizza
41000982, Marco'S, 295, -73.97335199999999, 40.679001, Flatbush Avenue, 11217, Brooklyn, American
41001024, La Playa Restaurant, 8716, -73.812828, 40.587608, Rockaway Beach Boulevard, 11693, Queens, Latin
41001087, Wolfgang'S Steak House, 4, -73.9820939, 40.7467444, Park Avenue, 10016, Manhattan, Steak
41001107, Ocean Grill, 1158, -73.9764033, 40.6251837, Mcdonald Avenue, 11230, Brooklyn, Russian
41001127, Koronet Pizza, 2848, -73.9660571, 40.804378, Broadway, 10025, Manhattan, Pizza
41001182, Subway, Carvel Ice Cream, 3108, -73.9211528, 40.7665665, 30 Avenue, 11102, Queens, Sandwiches
41001192, Antique Garage, 41, -74.001429, 40.72152, Mercer Street, 10013, Manhattan, Mediterranean
41001276, Yankari Square Soul 2 Soul, 1186, -73.92749839999999, 40.6923592, Broadway, 11221, Brooklyn, American
41001363, Good Company Tavern, 25332, -73.7345981, 40.7718142, Northern Boulevard, 11362, Queens, American
41001677, Pylos, 128, -73.984144, 40.7260744, East    7 Street, 10009, Manhattan, Greek
41001763, Oriental Garden Restaurant, 14, -73.9972213, 40.7159365, Elizabeth Street, 10013, Manhattan, Chinese
41001788, King'S Buffet, 2637, -73.9837737, 40.5960915, 86 Street, 11223, Brooklyn, Chinese
41001881, Conde Nast, 4, -73.9857881, 40.7560982, Times Square, 10036, Manhattan, American
41001981, Ginger Grill, 3717, -73.9074138, 40.8873203, Riverdale Avenue, 10463, Bronx, Chinese
41002004, Mama'S Backyard, 4610, -73.860027, 40.746029, 104 Street, 11368, Queens, Bakery
41002547, Mcdonald'S, 972, -92.72296209999999, 41.746136, 6 Avenue, 10018, Manhattan, Hamburgers
41002604, Bally'S Sport Club, 139, -73.99026889999999, 40.7494021, West   32 Street, 10001, Manhattan, Juice
41002741, Marchinis Homestyle Pizzeria, 5430, -73.91935409999999, 40.7302689, 48 Street, 11378, Queens, Pizza/Italian
41002789, Sunset Ridge Deli, 5802, -74.01533719999999, 40.6406624, 5 Avenue, 11220, Brooklyn, Delicatessen
41003300, Bumble & Bumble Cafe, 146, -73.9690707, 40.7598169, East   56 Street, 10022, Manhattan, Caf\u00e9/Coffee/Tea
41003342, Fresh Taco, 1701, -73.906622, 40.7003879, Putnam Avenue, 11385, Queens, Tex-Mex
41003435, Cafe Regular, 318, -73.9877719, 40.6679969, 11 Street, 11215, Brooklyn, Caf\u00e9/Coffee/Tea
41003679, Teeda Thai Cuisine, 218, -74.00308129999999, 40.68470800000001, Columbia Street, 11231, Brooklyn, Thai
41003717, Kingdom Cafe & Ristorante, 4350, -74.1601481, 40.5448741, Amboy Road, 10312, Staten, Italian
41004014, Woodhaven House, 6398, -73.8673587, 40.7217882, Woodhaven Boulevard, 11374, Queens, Irish
41004050, Peking Kitchen, 25, -73.9409297, 40.698919, Marcus Garvey Boulevard, 11206, Brooklyn, Chinese
41004067, China Sun, 787, -73.88069999999999, 40.676949, Liberty Avenue, 11208, Brooklyn, Chinese
41004075, Hale & Hearty Soups, 55, -74.0108765, 40.7052927, Broad Street, 10004, Manhattan, Soups
41004133, Primo Cappuccino, 0, -77.340572, 40.1112976, Penn Station, 10001, Manhattan, American
